away_name,away_abbr,home_name,home_abbr,week,Unnamed: 0_x,Unnamed: 0_y,win_perc_dif,first_downs_dif,fumbles_dif,interceptions_dif,net_pass_yards_dif,pass_attempts_dif,pass_completions_dif,pass_touchdowns_dif,pass_yards_dif,penalties_dif,points_dif,rush_attempts_dif,rush_touchdowns_dif,rush_yards_dif,time_of_possession_dif,times_sacked_dif,total_yards_dif,turnovers_dif,yards_from_penalties_dif,yards_lost_from_sacks_dif,fourth_down_perc_dif,third_down_perc_dif,result,year
New York Giants,nyg,Buffalo Bills,buf,6,730.3142857142857,785.8163265306123,-0.5142857142857142,-8.248979591836733,0.05714285714285716,0.3591836734693878,-123.41632653061225,-0.3346938775510253,-2.555102040816326,-2.293877551020408,-109.28979591836736,0.4367346938775505,14.175510204081633,-6.848979591836734,-0.8367346938775512,-45.78775510204082,-236.36326530612246,2.7836734693877547,-169.20408163265304,0.15918367346938778,-2.0775510204081584,14.126530612244895,-0.05128205128205121,-0.17379665977234682,0.0,2023
Dallas Cowboys,dal,Los Angeles Chargers,sdg,6,742.5,595.5357142857143,0.07539682539682546,0.4007936507936485,-0.6626984126984128,0.43253968253968256,-83.8849206349206,-3.9880952380952337,-3.484126984126984,-1.226190476190476,-86.4920634920635,0.4682539682539675,-9.539682539682538,9.071428571428573,-0.23015873015873012,44.76984126984125,390.4761904761906,-0.1626984126984128,-39.115079365079396,0.1865079365079365,-5.519841269841272,-2.6071428571428577,-0.5551912568306012,0.15833235051303224,1.0,2023
Jacksonville Jaguars,jax,New Orleans Saints,nor,7,670.968253968254,678.3095238095239,0.1678779069767442,4.7667151162790695,1.6398982558139537,-0.1053779069767442,39.91787790697674,2.232194767441861,2.245639534883722,0.10901162790697672,32.80523255813952,-3.0879360465116283,4.502906976744185,4.039244186046513,0.7521802325581395,32.83248546511628,152.6115552325582,-0.8328488372093021,72.75036337209303,0.19658430232558133,-35.04251453488372,-7.112645348837209,-0.3931056293485137,0.020277635686945517,1.0,2023
Las Vegas Raiders,rai,Chicago Bears,chi,7,521.5172413793103,782.0222222222222,-0.03768115942028988,-2.0913043478260853,0.07101449275362315,0.7753623188405798,-27.655072463768107,-1.665217391304349,0.05797101449275388,-1.5405797101449274,-40.32318840579711,-0.620289855072464,-0.39710144927536106,-7.465217391304346,0.01884057971014491,-79.17536231884057,-249.6463768115941,-2.2782608695652176,-106.83043478260868,1.0536231884057972,3.1101449275362327,-12.668115942028985,0.3860078277886497,-0.07176787924063477,0.0,2023
Cleveland Browns,cle,Indianapolis Colts,clt,7,535.4146341463414,642.7169811320755,0.15873015873015872,0.3756613756613767,0.6931216931216932,0.8941798941798942,-45.77248677248676,-0.9312169312169303,-0.6878306878306866,0.08994708994708989,-31.81746031746033,-0.9179894179894177,-13.238095238095239,3.484126984126984,-0.7248677248677249,2.7380952380952266,415.70105820105846,0.9761904761904758,-43.034391534391546,0.9708994708994708,-1.9206349206349174,13.955026455026456,0.6946708463949844,-0.05452556639104156,1.0,2023
Buffalo Bills,buf,New England Patriots,nwe,7,785.8163265306123,780.3448275862069,0.42,7.706666666666667,-0.5200000000000001,-0.6200000000000001,99.70666666666665,-1.6066666666666691,4.973333333333333,1.7800000000000002,92.74666666666664,0.24666666666666615,-8.459999999999999,0.5333333333333314,1.4933333333333332,25.519999999999996,263.4666666666667,-0.44666666666666677,125.22666666666669,-0.9866666666666666,7.426666666666669,-6.96,0.5066666666666666,0.18801772230361763,0.0,2023
Washington Commanders,was,New York Giants,nyg,7,783.6666666666666,730.3142857142857,0.13055555555555556,6.644444444444444,0.7861111111111112,0.4444444444444444,74.4388888888889,6.277777777777779,4.5305555555555586,0.9361111111111111,91.26388888888889,-2.366666666666667,2.6694444444444443,-2.269444444444442,-0.13333333333333341,5.36388888888888,163.54999999999995,1.7999999999999998,79.80277777777775,1.286111111111111,-16.208333333333336,16.825000000000003,-0.16238767650834401,0.04751161694390199,0.0,2023
Detroit Lions,det,Baltimore Ravens,rav,7,608.7058823529412,644.7291666666666,0.13220940550133098,1.6279207335107948,-1.214729370008873,0.261756876663709,50.852410529429164,3.923691215616685,2.1535048802129566,0.6521739130434783,45.2410529429163,-0.10381543921916592,5.451937296657794,-0.00295770482105695,0.004436557231588312,-6.912451937296652,120.07719609582978,-1.2762496302868973,43.93995859213254,-0.17894114167406094,4.290150842945877,-5.611357586512867,0.18137254901960786,-0.08290240933944504,0.0,2023
Atlanta Falcons,atl,Tampa Bay Buccaneers,tam,7,613.7183098591549,479.46666666666664,-0.3198924731182795,1.956989247311828,0.46594982078853053,0.31182795698924726,-33.2078853046595,-2.008064516129032,-2.5237455197132626,-1.0515232974910393,-13.350358422939053,-1.100806451612903,3.7155017921146953,-2.0107526881720403,0.5336021505376344,30.75358422939067,-67.99910394265248,2.4713261648745517,-2.454301075268802,0.9834229390681002,9.426523297491038,19.85752688172043,-0.4545454545454545,-0.06529249815557914,1.0,2023
Pittsburgh Steelers,pit,Los Angeles Rams,ram,7,718.0666666666667,803.48,-0.1717948717948718,-9.894871794871793,0.2512820512820513,0.07692307692307687,-101.5230769230769,-6.7692307692307665,-4.274358974358972,-0.2769230769230768,-93.70769230769233,-2.5487179487179485,1.097435897435897,-6.174358974358974,-1.3846153846153846,-33.730769230769226,-436.1435897435897,1.3179487179487177,-135.25384615384615,0.30512820512820504,-26.14358974358975,7.815384615384616,-0.47529706066291433,-0.06791726791726788,1.0,2023
Arizona Cardinals,crd,Seattle Seahawks,sea,7,646.9655172413793,496.3181818181818,-0.6594202898550725,-6.589855072463767,1.1333333333333333,0.08550724637681162,-90.77101449275361,-6.486956521739131,-6.775362318840582,-0.4782608695652173,-97.21884057971016,-1.281159420289855,-1.6000000000000014,0.2463768115942031,-0.6521739130434783,40.06666666666666,-190.44927536231899,0.334782608695652,-50.70434782608692,0.8521739130434782,-9.07101449275362,-6.447826086956523,-0.6130536130536131,0.034696208070523704,0.0,2023
Green Bay Packers,gnb,Denver Broncos,den,7,595.3653846153846,724.0540540540541,0.06882591093117413,-0.8127530364372468,0.0030364372469635637,0.47570850202429155,-28.634615384615387,1.0789473684210549,-2.9524291497975703,-0.27834008097165985,-22.019230769230774,0.006072874493926683,-14.294534412955464,0.4331983805668038,0.6062753036437247,-25.158906882591097,-53.039473684210634,0.06578947368421062,-53.79352226720653,-0.5506072874493926,7.03846153846154,6.615384615384617,0.03529411764705881,-0.004913876199656331,0.0,2023
Los Angeles Chargers,sdg,Kansas City Chiefs,kan,7,595.5357142857143,414.51428571428573,-0.03831417624521072,1.7174329501915722,0.32950191570881215,-0.8764367816091954,43.51628352490417,0.07471264367816133,3.8840996168582365,0.3515325670498086,57.386015325670485,0.9013409961685825,9.296934865900385,-0.5095785440613021,0.39750957854406127,-14.673371647509569,-136.27777777777783,1.5134099616858239,28.84291187739467,-1.0871647509578544,13.055555555555557,13.869731800766282,0.141999141999142,-0.06403508771929828,0.0,2023
Miami Dolphins,mia,Philadelphia Eagles,phi,7,815.4634146341464,606.0,-0.3047619047619048,0.6428571428571423,1.319047619047619,0.15238095238095228,96.13333333333335,2.219047619047622,2.919047619047621,1.3285714285714285,92.56666666666669,0.052380952380952195,5.44761904761905,-11.271428571428569,0.9428571428571431,20.88095238095238,-422.2714285714285,-1.4095238095238094,117.01428571428573,0.6238095238095239,14.871428571428574,-3.5666666666666664,-0.527517886626307,-0.05910849713666627,0.0,2023
San Francisco 49ers,sfo,Minnesota Vikings,min,7,540.4594594594595,552.9814814814815,0.7191387559808613,4.567942583732059,-0.5765550239234447,-0.8464114832535885,-33.27942583732056,-8.266985645933016,-5.783732057416266,-1.0612440191387562,-39.41435406698565,2.3703349282296653,-11.311483253588518,17.543540669856462,1.605263157894737,78.23540669856457,603.0301435406695,-0.418181818181818,44.95598086124403,-2.3851674641148324,33.01626794258373,-6.13492822966507,0.1700374531835207,0.10642753006330663,0.0,2023
Tampa Bay Buccaneers,tam,Buffalo Bills,buf,8,479.46666666666664,785.8163265306123,0.16911764705882348,-5.344362745098039,0.09926470588235292,-0.11519607843137253,-67.35723039215685,-0.2726715686274517,-2.372549019607842,-0.8229166666666665,-67.84620098039215,0.07720588235294112,-0.6335784313725483,4.175245098039216,-1.3970588235294117,-23.079044117647058,-13.610906862745196,-0.3406862745098038,-90.43627450980392,-0.335171568627451,-2.6537990196078454,-0.4889705882352944,0.24637681159420288,-0.056504494976203024,0.0,2023
Houston Texans,htx,Carolina Panthers,car,8,688.8679245283018,668.6304347826087,0.4074074074074074,-2.073680063041767,-0.5697399527186762,-1.045311268715524,88.14814814814815,-2.321907013396377,-1.663514578408197,0.33451536643026003,78.86012608353036,-1.6111111111111107,-8.705673758865245,0.11741528762805586,0.07328605200945626,-24.02561071710008,-230.14381402679282,-0.7797478329393224,64.1225374310481,-1.5260047281323879,-12.957446808510639,-9.28802206461781,0.045104149581761566,0.04934161360715028,0.0,2023
New Orleans Saints,nor,Indianapolis Colts,clt,8,678.3095238095239,642.7169811320755,-0.06818181818181812,-2.822727272727274,-0.5636363636363636,0.21363636363636362,-17.568181818181813,0.8227272727272705,1.2090909090909108,-0.045454545454545414,-8.686363636363637,0.9090909090909092,-8.218181818181819,-2.1954545454545453,-1.1954545454545455,-39.30454545454546,141.71818181818162,0.9772727272727271,-56.872727272727275,0.1227272727272728,22.900000000000006,8.881818181818181,0.4393120393120393,-0.034164178950304214,1.0,2023
Los Angeles Rams,ram,Dallas Cowboys,dal,8,803.48,742.5,-0.11306042884990253,2.1539961013645232,-0.35477582846003897,0.3469785575048733,53.20662768031187,6.243664717348928,0.6413255360623786,-0.08382066276803113,53.37621832358673,-1.2339181286549712,6.867446393762181,-5.1793372319688125,0.7914230019493178,-18.94736842105263,-39.707602339180994,0.005847953216374435,34.25925925925924,0.22612085769980506,3.816764132553601,0.16959064327485152,0.5552367288378766,-0.050839918363075,0.0,2023
Minnesota Vikings,min,Green Bay Packers,gnb,8,552.9814814814815,595.3653846153846,-0.10950134770889491,2.454177897574123,1.0296495956873315,-0.04952830188679247,85.39656334231805,5.742587601078171,7.982142857142858,0.9019541778975741,80.73315363881403,-2.3177223719676556,-0.830188679245282,-3.6172506738544463,-0.6981132075471698,5.194407008086259,-41.81233153638823,0.16745283018867907,90.59097035040435,1.7719002695417791,-21.002021563342318,-4.663409703504044,0.24835335141418063,-0.006252287701317749,1.0,2023
New England Patriots,nwe,Miami Dolphins,mia,8,780.3448275862069,815.4634146341464,-0.32858214553638415,-8.317329332333085,-0.9962490622655666,0.11102775693923472,-116.37059264816205,2.492123030757689,-3.71642910727682,-1.5296324081020254,-116.62490622655662,-0.6744186046511631,-5.231807951987999,-0.41935483870967616,-2.4576144036009,-113.09377344336083,-118.71492873218313,-0.02925731432858214,-229.4643660915229,0.16054013503375852,-20.381845461365344,-0.25431357839459956,-0.02518518518518517,-0.08715605943125382,0.0,2023
New York Jets,nyj,New York Giants,nyg,8,766.2857142857143,730.3142857142857,0.05651105651105648,-1.1719901719901724,0.8882063882063881,0.1253071253071253,-21.42997542997543,-1.7149877149877177,-5.219901719901721,0.022113022113022074,-18.0798525798526,-1.458230958230958,-8.961916461916463,1.1363636363636367,-0.1744471744471745,21.777641277641266,-46.04791154791155,-0.8181818181818183,0.3476658476658372,0.4901719901719902,-15.594594594594597,3.350122850122851,-0.00975609756097573,-0.14671415441176464,1.0,2023
Atlanta Falcons,atl,Tennessee Titans,oti,8,613.7183098591549,654.9433962264151,0.2927447995941147,3.911973617453068,0.4518011161846779,-0.3054287163876205,18.426433282597685,2.405124302384575,2.7546930492136,0.38229325215626586,17.303906646372383,-1.007102993404363,-1.0996955859969582,6.354895991882291,0.1093353627600202,29.12075088787418,49.18924403855908,-0.2904616945712837,47.54718417047184,0.44317605276509375,1.5657026889903563,-1.1225266362252633,-0.12264150943396235,0.05245643939696504,0.0,2023
Jacksonville Jaguars,jax,Pittsburgh Steelers,pit,8,670.968253968254,718.0666666666667,0.27444168734491314,6.216377171215882,1.6674937965260543,-0.567741935483871,59.96327543424317,1.1841191066997467,2.759801488833748,0.2873449131513648,50.273945409429274,0.46799007444168783,-3.7066997518610414,9.1136476426799,0.9493796526054591,39.59950372208438,385.06650124069483,-0.8640198511166255,99.56277915632757,0.143424317617866,-1.5766749379652651,-9.689330024813895,0.013461538461538414,-0.0031724828852897624,1.0,2023
Philadelphia Eagles,phi,Washington Commanders,was,8,606.0,783.6666666666666,0.6551490514905149,2.12669376693767,-0.6090785907859078,-0.43834688346883466,-26.023712737127397,-9.38821138211382,-5.952574525745256,-0.09823848238482391,-46.73712737127374,1.9220867208672079,-8.052168021680217,20.0609756097561,1.070460704607046,107.18766937669376,349.6571815718155,-2.77710027100271,81.16395663956644,-1.1463414634146343,13.897018970189706,-20.71341463414634,0.2765853658536585,0.08713600534508409,1.0,2023
Cleveland Browns,cle,Seattle Seahawks,sea,8,535.4146341463414,496.3181818181818,-0.11240310077519389,-5.178294573643413,2.00968992248062,0.8343023255813953,-94.53197674418604,-3.797480620155035,-5.459302325581394,-0.4534883720930232,-85.82364341085272,-2.4641472868217056,-16.180232558139537,6.271317829457363,-0.7926356589147286,28.300387596899228,263.9418604651164,1.6957364341085273,-66.2315891472868,1.49515503875969,-28.551356589147282,8.708333333333332,0.08504398826979476,-0.031248509136014513,0.0,2023
Baltimore Ravens,rav,Arizona Cardinals,crd,8,644.7291666666666,646.9655172413793,0.5387096774193548,1.9819354838709664,0.8909677419354838,-0.07935483870967741,20.485806451612888,-2.5496774193548397,0.20129032258064328,0.07225806451612904,23.69419354838709,-0.7045161290322577,-11.333548387096776,7.089677419354842,0.74,7.247096774193551,234.66645161290307,0.6322580645161291,27.732903225806467,0.19870967741935486,-6.859999999999999,3.208387096774194,0.1624649859943977,0.0842150359948895,1.0,2023
Kansas City Chiefs,kan,Denver Broncos,den,8,414.51428571428573,724.0540540540541,0.23423423423423423,2.15939015939016,0.11365211365211358,0.6451836451836452,35.25017325017325,6.909909909909906,3.1538461538461533,0.004158004158004047,25.14899514899517,-0.9847539847539846,-22.69369369369369,4.0658350658350635,0.2487872487872488,6.443520443520441,200.49826749826752,-1.5862785862785862,41.69369369369372,0.21275121275121278,1.4476784476784417,-10.1011781011781,0.15958815958815964,0.019483101391650104,0.0,2023
Cincinnati Bengals,cin,San Francisco 49ers,sfo,8,525.170731707317,540.4594594594595,-0.7582417582417582,-9.119047619047619,-1.1135531135531136,0.4230769230769231,-86.82967032967034,6.1080586080586095,1.6391941391941387,-0.5714285714285714,-80.80036630036633,-2.684981684981685,11.353479853479854,-15.217948717948715,-1.565934065934066,-79.8003663003663,-464.1062271062269,0.049450549450549275,-166.6300366300366,0.2564102564102564,-36.73260073260074,6.029304029304027,-0.6108490566037736,-0.12989890596870235,1.0,2023
Chicago Bears,chi,Los Angeles Chargers,sdg,8,782.0222222222222,595.5357142857143,-0.18085106382978722,-2.031914893617021,-0.3085106382978724,0.6056737588652483,-71.07021276595742,-7.9120567375886495,-8.661702127659574,0.30496453900709186,-64.91063829787231,-0.951063829787234,2.843262411347517,3.843262411347517,-0.3836879432624114,51.65531914893617,93.3078014184398,1.769503546099291,-19.414893617021278,0.7829787234042555,-10.108510638297872,6.159574468085108,-0.1875,0.07575979435116492,0.0,2023
Las Vegas Raiders,rai,Detroit Lions,det,8,521.5172413793103,608.7058823529412,-0.556221198156682,-4.370046082949308,0.3829493087557604,1.0953917050691244,-41.27972350230414,-2.482488479262674,-2.425345622119817,-0.4995391705069123,-38.8078341013825,-0.9308755760368665,7.547465437788016,-12.84147465437788,-1.3737327188940092,-77.52626728110599,-473.93917050691243,0.24884792626728114,-118.80599078341015,1.2981566820276498,-10.854377880184337,2.4718894009216594,0.39295774647887327,-0.03342231120008893,0.0,2023
Tennessee Titans,oti,Pittsburgh Steelers,pit,9,654.9433962264151,718.0666666666667,-0.06590909090909092,1.0630681818181813,-0.21534090909090908,-0.054545454545454564,-3.398863636363643,-6.173863636363638,-4.368749999999999,-0.2903409090909091,-2.502272727272725,1.9318181818181817,-3.203977272727272,1.904545454545456,0.5789772727272727,15.492613636363643,171.19318181818176,0.13409090909090926,12.09375,-0.2681818181818182,15.4375,0.8965909090909108,0.36772486772486773,-0.04727351560905935,0.0,2023
Miami Dolphins,mia,Kansas City Chiefs,kan,9,815.4634146341464,414.51428571428573,0.10645933014354059,3.8791866028708135,0.8050239234449763,-0.15071770334928236,51.1519138755981,-6.324162679425839,-0.6100478468899517,0.450956937799043,58.58492822966508,0.32775119617224835,13.179425837320572,2.4246411483253567,2.271531100478469,98.26555023923444,-69.06100478468898,1.0502392344497609,149.4174641148325,-0.14593301435406714,12.650717703349287,7.433014354066986,-0.31071428571428583,-0.012334718992930815,0.0,2023
Minnesota Vikings,min,Atlanta Falcons,atl,9,552.9814814814815,613.7183098591549,-0.30037932669511613,0.08416311047889735,0.9876718824087245,0.21100047415836887,92.87885253674727,7.937648174490278,6.640587956377431,1.9084874348032241,84.78425794215266,-0.16619250829777066,4.457088667614983,-11.922712185870079,-0.7797534376481745,-47.22427690848744,-257.1882408724514,-0.8978188715030821,45.654575628259806,1.2477477477477477,-21.005452821242294,-8.094594594594593,0.20000000000000007,0.01315964081921539,1.0,2023
Arizona Cardinals,crd,Cleveland Browns,cle,9,646.9655172413793,535.4146341463414,-0.5482954545454546,-1.1931818181818166,-0.9431818181818183,-0.7585227272727273,3.5142045454545325,-1.8210227272727266,-0.6818181818181834,-0.045454545454545414,-10.57102272727272,1.3267045454545459,14.980113636363637,-6.303977272727273,0.20454545454545459,9.795454545454533,-447.190340909091,-1.303977272727273,13.309659090909065,-0.7897727272727273,21.66193181818182,-14.085227272727273,-0.6931818181818181,0.054271925692705614,0.0,2023
Los Angeles Rams,ram,Green Bay Packers,gnb,9,803.48,595.3653846153846,0.12962962962962965,6.761904761904759,-0.5582010582010581,0.002645502645502673,72.93915343915347,7.353174603174601,6.478835978835981,-0.7433862433862435,68.20899470899468,-0.8690476190476186,-1.2791005291005284,6.674603174603174,0.671957671957672,42.104497354497354,426.0423280423281,-0.13359788359788372,115.04365079365078,0.03835978835978837,4.988095238095234,-4.730158730158728,0.28136979299769993,0.055083386503759435,0.0,2023
Tampa Bay Buccaneers,tam,Houston Texans,htx,9,479.46666666666664,688.8679245283018,0.4484848484848485,-1.5030303030303003,-0.38181818181818183,0.34545454545454546,-46.26666666666665,-2.9939393939393923,0.44242424242424505,0.2666666666666666,-59.03636363636366,0.0,-4.254545454545456,3.8969696969696983,-0.012121212121212088,9.89090909090909,95.4666666666667,-1.1515151515151514,-36.375757575757575,0.05454545454545451,-3.8121212121212125,-12.769696969696971,0.446078431372549,-0.01330204927950196,0.0,2023
