away_name,away_abbr,home_name,home_abbr,week,Unnamed: 0_x,Unnamed: 0_y,win_perc_dif,first_downs_dif,fumbles_dif,interceptions_dif,net_pass_yards_dif,pass_attempts_dif,pass_completions_dif,pass_touchdowns_dif,pass_yards_dif,penalties_dif,points_dif,rush_attempts_dif,rush_touchdowns_dif,rush_yards_dif,time_of_possession_dif,times_sacked_dif,total_yards_dif,turnovers_dif,yards_from_penalties_dif,yards_lost_from_sacks_dif,fourth_down_perc_dif,third_down_perc_dif,result,year
Cincinnati Bengals,cin,Pittsburgh Steelers,pit,16,525.170731707317,718.0666666666667,-0.12461538461538463,0.592307692307692,-0.3717948717948718,-0.35743589743589743,5.4851282051282055,2.7282051282051327,1.8010256410256424,0.47641025641025636,0.5928205128205377,0.05589743589743623,1.4620512820512808,-3.11948717948718,-0.056410256410256376,-14.202564102564097,46.38358974358994,-0.8969230769230769,-8.717435897435905,-0.47948717948717956,-10.007179487179492,-4.892307692307693,0.014143362262937997,-0.004769846918721343,0.0,2023
Buffalo Bills,buf,Los Angeles Chargers,sdg,16,785.8163265306123,595.5357142857143,0.2159709618874774,2.5580762250453724,-0.9500907441016335,0.23593466424682397,1.3911070780399086,-4.726860254083483,-2.454627949183301,0.3502722323049001,-11.61433756805809,-0.17059891107077974,-8.492740471869329,3.4700544464609813,0.91016333938294,29.716878402903816,201.10707803992727,-0.9863883847549912,31.10798548094374,0.0372050816696915,-6.066243194192381,-13.005444646098002,0.049471830985915455,0.13449215708087658,1.0,2023
Indianapolis Colts,clt,Atlanta Falcons,atl,16,642.7169811320755,613.7183098591549,0.0020161290322581182,-0.4298387096774192,0.215725806451613,-0.32379032258064516,25.70443548387098,2.614516129032257,1.5,0.20725806451612905,14.675806451612885,1.407258064516129,4.381048387096776,-1.077016129032259,0.590725806451613,0.5604838709677438,-91.88225806451601,-0.8399193548387096,26.264919354838696,-0.3516129032258064,-7.664112903225806,-11.028629032258063,-0.2080642490478556,-0.004786929720950794,0.0,2023
Green Bay Packers,gnb,Carolina Panthers,car,16,595.3653846153846,668.6304347826087,0.3570789865871833,-3.179135618479883,-0.44143070044709387,-0.1311475409836066,25.90611028315945,-4.442026825633384,-3.855141579731743,0.6906110283159463,18.366616989567802,-0.4742175856929949,-3.273919523099849,-5.504321907600598,0.4739195230998509,-29.032190760059606,-378.686438152012,-0.8777943368107302,-3.1260804769001993,-0.8491803278688526,-7.002384500745151,-7.539493293591654,0.014102564102564163,0.00949645194716614,1.0,2023
Cleveland Browns,cle,Houston Texans,htx,16,535.4146341463414,688.8679245283018,0.2703984819734346,0.060404807084122325,0.8674889310562937,1.099304237824162,-91.14073371283999,-2.8089816571789967,-1.612903225806452,-0.4791271347248576,-85.70240354206197,-0.5853889943074,-7.754901960784315,5.398798228969007,0.4421252371916508,41.24667931688805,304.4952561669829,0.8826691967109421,-49.89405439595197,1.4769133459835546,-5.991777356103732,5.438330170777988,0.3162878787878788,-0.1141565303219439,1.0,2023
Detroit Lions,det,Minnesota Vikings,min,16,608.7058823529412,552.9814814814815,0.5036075036075036,2.1111111111111107,-1.1803751803751807,-0.2525252525252525,-33.75180375180375,-6.053391053391053,-4.150072150072152,-0.8961038961038963,-40.23665223665222,1.2900432900432897,-1.995670995670995,13.969696969696972,1.619047619047619,60.04761904761904,401.10966810966806,-0.9610389610389609,26.29581529581526,-1.3405483405483407,28.58585858585858,-6.484848484848483,-0.18372403278063665,-0.0019433413095771845,1.0,2023
Washington Commanders,was,New York Jets,nyj,16,783.6666666666666,766.2857142857143,0.025000000000000022,7.3125,-0.37083333333333335,0.2958333333333334,87.79166666666666,6.6875,8.383333333333333,0.8541666666666667,94.8375,-1.458333333333333,11.775000000000002,-2.220833333333335,0.20833333333333337,-3.49166666666666,194.44999999999982,1.6541666666666668,84.30000000000001,0.40416666666666656,-6.545833333333334,7.045833333333331,-0.15909090909090906,0.1758651810198202,0.0,2023
Seattle Seahawks,sea,Tennessee Titans,oti,16,496.3181818181818,654.9433962264151,0.4122983870967742,6.796370967741936,-0.6179435483870968,-0.3719758064516129,80.28326612903226,7.21673387096774,7.510080645161292,0.96875,72.67237903225808,1.647177419354839,6.589717741935484,0.9697580645161281,0.5866935483870968,1.3931451612903203,8.1542338709678,-1.6723790322580645,81.67641129032256,-0.376008064516129,16.264112903225808,-7.610887096774192,0.07459677419354838,0.024232342759519854,1.0,2023
Jacksonville Jaguars,jax,Tampa Bay Buccaneers,tam,16,670.968253968254,479.46666666666664,-0.1611111111111112,2.7611111111111093,1.5805555555555553,0.05833333333333329,14.219444444444463,2.6694444444444443,2.163888888888888,-0.7777777777777777,21.361111111111114,-1.447222222222222,3.2194444444444414,0.20277777777777928,0.6777777777777777,22.83611111111111,116.14166666666665,1.2027777777777777,37.05555555555554,0.8555555555555556,-9.116666666666667,7.141666666666666,-0.5267457180500659,-0.05981927710843382,0.0,2023
Arizona Cardinals,crd,Chicago Bears,chi,16,646.9655172413793,782.0222222222222,-0.14912280701754385,-1.1442495126705658,-0.08576998050682261,-0.33625730994152037,-48.59551656920078,-0.3148148148148131,0.1354775828460042,-1.4415204678362574,-58.270955165692015,0.6939571150097468,-0.7485380116959064,-2.4093567251462,0.6081871345029239,-3.564327485380119,-148.1003898635479,-1.4746588693957112,-52.1598440545809,-0.23391812865497075,11.696881091617925,-9.675438596491228,-0.24258923169993946,-0.04416106281777926,0.0,2023
Dallas Cowboys,dal,Miami Dolphins,mia,16,742.5,815.4634146341464,0.006666666666666599,-0.551111111111112,-1.1851851851851851,-0.34444444444444444,-63.30296296296294,3.4311111111111146,1.452592592592591,-0.6903703703703703,-59.47185185185185,1.0555555555555554,-10.343703703703703,3.7911111111111104,-1.7962962962962963,-63.465925925925916,235.36444444444442,0.38814814814814835,-126.76888888888891,-0.8192592592592594,0.011851851851851336,3.8311111111111114,0.12753623188405797,0.09317232475127213,0.0,2023
New England Patriots,nwe,Denver Broncos,den,16,780.3448275862069,724.0540540540541,-0.10183066361556065,-2.338672768878718,0.01830663615560657,0.6487414187643021,-28.99427917620136,2.7208237986269985,-1.0057208237986295,-1.0526315789473686,-30.41647597254004,-1.2368421052631575,-12.564073226544625,3.998855835240274,0.041189931350114395,-5.344393592677349,-18.805491990846576,-0.3661327231121281,-34.33867276887872,0.29290617848970246,-6.223112128146454,-1.4221967963386728,-0.25806451612903225,-0.07868400315208829,1.0,2023
Las Vegas Raiders,rai,Kansas City Chiefs,kan,16,521.5172413793103,414.51428571428573,-0.2559808612440191,-3.4413875598086108,-0.020334928229665206,0.48444976076555024,-57.647129186602854,-8.807416267942582,-5.153110047846891,-0.868421052631579,-50.16866028708134,-1.1818181818181817,9.59688995215311,-3.3863636363636367,0.08732057416267941,-32.95693779904306,-261.26794258373207,1.0203349282296652,-90.60406698564589,0.5813397129186602,-0.5394736842105274,7.478468899521532,0.23809523809523803,-0.07044640684212355,1.0,2023
New York Giants,nyg,Philadelphia Eagles,phi,16,730.3142857142857,606.0,-0.6569767441860465,-8.275898520084567,-0.15750528541226216,-0.04016913319238902,-51.5919661733615,1.5317124735729344,0.5406976744186061,-0.6871035940803383,-45.62367864693448,-0.16807610993657462,3.5517970401691343,-14.789112050739956,-0.9941860465116279,-92.26585623678648,-433.8985200845666,1.3430232558139537,-143.857822410148,-0.16067653276955596,-2.562896405919666,5.96828752642706,-0.18780788177339902,-0.1507657102622778,0.0,2023
Baltimore Ravens,rav,San Francisco 49ers,sfo,16,644.7291666666666,540.4594594594595,-0.21548436308161711,-3.2303585049580477,0.45995423340961095,0.21624713958810066,-60.88062547673533,-2.0621662852784155,-1.0491990846681922,-0.7166285278413425,-56.37795575896263,-0.5362318840579716,1.498093058733792,-0.34973302822272956,0.17162471395881007,0.4054157131960494,-181.50610221205193,0.6182303585049582,-60.47520976353928,0.8199847444698704,-3.9446987032799328,4.502669717772692,-0.42500000000000004,-0.03359244738858097,1.0,2023
New York Jets,nyj,Cleveland Browns,cle,17,766.2857142857143,535.4146341463414,-0.42121588089330025,-5.1705955334987586,-0.20037220843672454,-0.27605459057071957,-21.707196029776668,-0.16129032258064768,-2.0055831265508672,-0.6377171215880892,-19.83498759305209,0.1544665012406945,7.754342431761785,-10.276674937965257,-0.24007444168734493,-36.82754342431761,-420.25434243176164,0.4652605459057071,-58.53473945409431,-0.2518610421836227,-3.514267990074444,1.8722084367245664,-0.15056360708534622,-0.1164937922363665,,2023
Detroit Lions,det,Dallas Cowboys,dal,17,608.7058823529412,742.5,0.1648351648351648,-0.8141025641025657,0.07600732600732607,0.0924908424908425,3.3800366300366136,-3.271978021978022,-2.905677655677657,0.023809523809523947,-2.638278388278394,-1.2692307692307692,3.7664835164835146,2.0686813186813175,1.0521978021978022,15.330586080586087,-24.42124542124543,-0.752747252747253,18.710622710622715,0.4935897435897436,2.900183150183153,-6.018315018315018,0.10306677018633531,-0.10379222542861993,,2023
New England Patriots,nwe,Buffalo Bills,buf,17,780.3448275862069,785.8163265306123,-0.38722294654498046,-7.60625814863103,0.43328987396784,0.5176010430247718,-93.0916992611908,0.6471099521946968,-4.2842242503259484,-1.534115601912212,-85.6401564537158,-0.5449804432855281,6.450239026510211,-1.5149934810951784,-1.3963494132985659,-25.902651021295085,-240.88744024337257,0.6770969143850498,-118.99435028248587,0.7514124293785311,-10.081269013472408,7.451542807475012,-0.42003634711494775,-0.19254477980959883,,2023
Atlanta Falcons,atl,Chicago Bears,chi,17,613.7183098591549,782.0222222222222,0.22244668911335574,0.16273849607183166,-0.08754208754208759,-0.23658810325476987,-29.69382716049381,-0.2610549943883278,0.36430976430976614,-1.5364758698092031,-29.87452300785634,-1.0161616161616163,-7.820650953984288,1.0487093153759801,0.34208754208754205,-18.175308641975292,-14.929292929292842,-0.5005611672278336,-47.86913580246909,-0.053647586980920314,1.7054994388327671,-0.18069584736251443,-0.005747126436781658,-0.04221262589859226,,2023
Las Vegas Raiders,rai,Indianapolis Colts,clt,17,521.5172413793103,642.7169811320755,-0.24786324786324787,-2.517704517704516,-0.21733821733821723,1.1636141636141635,-20.948717948717956,-3.7728937728937737,-2.04029304029304,0.08669108669108683,-19.87545787545787,-1.5177045177045176,2.1196581196581192,-7.667887667887669,-0.9352869352869352,-52.84859584859585,-155.96336996336981,-0.5604395604395604,-73.79731379731379,1.1575091575091576,1.6996336996337007,1.073260073260073,0.45009523809523816,-0.03160475622030284,,2023
Tennessee Titans,oti,Houston Texans,htx,17,654.9433962264151,688.8679245283018,-0.12698412698412698,-3.253968253968253,-0.33333333333333337,0.7619047619047619,-93.39682539682539,-7.777777777777779,-4.968253968253968,-1.0952380952380953,-87.87301587301587,-0.17460317460317487,-0.12698412698412653,-2.5079365079365097,0.4126984126984127,11.80952380952381,-2.603174603174466,1.2698412698412698,-81.58730158730162,0.5079365079365079,2.2222222222222214,5.5238095238095255,0.16904761904761906,-0.1096095444096758,,2023
Carolina Panthers,car,Jacksonville Jaguars,jax,17,668.6304347826087,670.968253968254,-0.5944227005870841,-0.01712328767123239,-0.7776418786692758,0.5026908023483365,-58.634050880626205,2.1076320939334607,-1.167074363992171,0.051125244618395405,-45.542074363992185,2.920988258317025,7.262230919765166,-3.075097847358119,-0.799412915851272,-9.37769080234834,24.734833659491187,0.5234833659491196,-68.01174168297456,0.30210371819960846,25.042808219178085,13.091976516634052,0.11494089161088167,0.017062084747798467,,2023
Los Angeles Rams,ram,New York Giants,nyg,17,803.48,730.3142857142857,0.29841269841269835,8.44126984126984,-0.14920634920634923,0.09523809523809534,98.48253968253968,7.409523809523812,3.0920634920634917,0.7301587301587302,91.66349206349204,0.1301587301587297,-5.3206349206349195,6.206349206349206,0.4730158730158731,37.62857142857143,310.81587301587297,-2.2634920634920634,136.11111111111111,0.031746031746031744,12.304761904761904,-6.81904761904762,0.13650050184008033,0.12464649595165234,,2023
Arizona Cardinals,crd,Philadelphia Eagles,phi,17,646.9655172413793,606.0,-0.7296037296037295,-5.044871794871796,0.20512820512820507,-0.23426573426573427,-45.23135198135196,0.4067599067599055,-1.2727272727272734,-0.25291375291375295,-46.6695804195804,0.2634032634032639,1.7599067599067588,-10.476689976689975,-0.7243589743589745,-36.1235431235431,-443.44172494172494,-0.6585081585081585,-81.35489510489509,0.08857808857808869,14.196969696969703,-1.438228438228439,-0.49137931034482757,-0.08468407863978072,,2023
Miami Dolphins,mia,Baltimore Ravens,rav,17,815.4634146341464,644.7291666666666,-0.05747126436781613,2.860040567951316,0.11832319134550384,0.5202839756592292,105.96078431372547,4.299188640973632,4.240703177822851,1.1906693711967544,103.43509127789048,0.14300202839756615,12.145368492224474,-5.861054766734281,0.7268424611223803,38.31000676132521,-105.85564570655833,-0.8411088573360379,144.27079107505068,0.2535496957403649,0.3113590263691677,-2.5256930358350242,-0.15368476265407816,-0.04946394974964424,,2023
New Orleans Saints,nor,Tampa Bay Buccaneers,tam,17,678.3095238095239,479.46666666666664,-0.32410881801125707,-1.2654784240150114,0.03611632270168863,0.1674484052532833,-20.137898686679165,0.6763602251407121,0.15056285178236095,-0.7626641651031894,-7.930581613508423,1.0497185741088177,-0.3986866791744852,-3.341463414634145,0.01876172607879928,-3.3874296435271987,-32.91744840525325,1.696998123827392,-23.525328330206378,0.5928705440900561,20.211069418386494,12.207317073170731,-0.21493506493506487,-0.0763124402754507,,2023
San Francisco 49ers,sfo,Washington Commanders,was,17,540.4594594594595,783.6666666666666,0.6291793313069909,2.4359531046461136,0.016500217108119886,-0.9895788102475034,12.701693443334761,-9.173686495874943,-6.020408163265305,0.4402952670429874,-10.168475900998715,2.4871906209292227,-17.97177594442032,14.093790707772474,0.7980894485453756,68.77811550151976,233.34650455927044,-3.2440295267042987,81.47980894485454,-1.5479808944854538,30.229266174554937,-22.870169344333483,0.2748447204968944,0.10779285475717387,,2023
Pittsburgh Steelers,pit,Seattle Seahawks,sea,17,718.0666666666667,496.3181818181818,-0.32727272727272727,-7.4325757575757585,0.6931818181818181,0.35984848484848486,-78.41439393939393,-2.5727272727272705,-3.9318181818181834,-0.7098484848484848,-73.90227272727276,-3.378787878787879,-4.484090909090909,-1.4378787878787875,-0.9727272727272727,-3.9863636363636346,-129.87954545454545,1.146212121212121,-82.40075757575755,0.5136363636363636,-28.77575757575758,4.512121212121212,-0.3737745098039214,0.015806726840001784,,2023
Los Angeles Chargers,sdg,Denver Broncos,den,17,595.5357142857143,724.0540540540541,0.07855973813420625,2.649208947081288,0.41516639388979804,-0.13911620294599014,62.429896344789995,6.72558647026732,5.830878341516637,0.1282051282051282,66.76759410801961,-0.5090016366612105,-10.438079650845609,1.9247135842880496,0.5051827605019095,-9.254773595199126,30.549918166939506,-0.037097654118930734,53.1751227495908,-0.5837424986361157,9.040916530278231,4.337697763229677,0.11250000000000004,-0.02269979477852463,,2023
Cincinnati Bengals,cin,Kansas City Chiefs,kan,17,525.170731707317,414.51428571428573,-0.2784313725490196,-4.2562091503267965,-0.7124183006535949,-0.4784313725490196,-73.01830065359476,-2.3163398692810517,-1.6784313725490208,-0.762091503267974,-62.28235294117647,-1.5673202614379091,7.683660130718952,-4.419607843137253,-0.203921568627451,-25.33986928104575,-133.44967320261435,1.3294117647058825,-98.3581699346405,-0.9437908496732026,-17.386928104575162,10.735947712418302,-0.19234360410830997,-0.050918604847075666,,2023
Green Bay Packers,gnb,Minnesota Vikings,min,17,595.3653846153846,552.9814814814815,0.10635080645161288,-2.137600806451612,-0.8528225806451613,-0.08266129032258063,-73.31602822580646,-4.81905241935484,-6.839717741935484,-0.7237903225806452,-69.88961693548387,2.208165322580645,1.1386088709677402,2.994455645161292,0.5680443548387096,-2.5574596774193594,33.412802419354875,-0.259576612903226,-75.8734879032258,-1.673891129032258,20.91784274193548,3.42641129032258,-0.22999999999999998,0.013910846226608542,,2023
